prices,Address,Beds
"€330,000"," 38 Ceol Na Habhann, Caherconlish, Co. Limerick",4 beds
"€275,000"," San Pio, Rathjordan, Caherconlish, Co. Limerick",4 beds
"€225,000"," Lislanahan Road, Kilkee, Clare",5 beds
"€320,000"," 4 Morristown Way, The Paddocks, Cornelscourt, Newbridge, Kildare",3 beds
"€560,000"," Ballymacmague North,Dungarvan,Co Waterford,X35KF20",4 beds
"€165,000"," 7 Derryoak, Ballyconnell, Co. Cavan",3 beds
"€595,000"," Mahgercloone, Station Road, Duleek, Meath",5 beds
"€185,000"," 92 Sliabh Rua,Ballymore Road,Moate,Co. Westmeath",3 beds
"€155,000"," 8 Connolly Place, Waterford City, Waterford",3 beds
"€350,000"," 2 Silvermount Cottages, Strawberry Beds, Dublin 20",2 beds
"€405,000"," 25 Dowth Avenue, Cabra, Dublin 7",3 beds
"€35,000"," Finiskil, Mohill, Co. Leitrim",2 beds
"€350,000"," 8 Castleabbey,Kildalkey Road,Trim,Co Meath,C15F628",4 beds
"€365,000"," 1 Carrigmannon Woods Glynn, Killurin, Wexford",4 beds
"€450,000"," 4 Highfield Grove, Rathgar, Dublin 6",2 beds
"€175,000"," 110 Childers Heights, Ballina, Mayo",3 beds
"€315,000"," 22 Earlsfort Rise, Lucan, Dublin",3 beds
"€370,000"," 359 Crumlin Road, Crumlin, Dublin 12",3 beds
"€625,000"," 34 Drumcondra Road Upper,Drumcondra,Dublin 9,D09 HW56",4 beds
"€550,000"," 20 Killeen Avenue,Malahide,Co Dublin,K36 HY48",3 beds
"€575,000"," Rushworth, Muckross Rd., Killarney, Kerry",4 beds
"€495,000"," 91a Binn Eadair View, Sutton, Dublin 13",3 beds
"€499,950"," 115a Sycamore Road, Glasnevin, Dublin 11",4 beds
"€425,000"," 11 Lower Courtyard, Headfort Demesne, Kells, Meath",3 beds
"€195,000"," No 85 Cluain Dara, Clonard, Wexford Town, Wexford",3 beds
"€310,000"," Knockliscrane, Miltown Malbay, Clare",4 beds
"€285,000"," No. 13 Coolcotts Court, Coolcotts, Wexford Town, Wexford",4 beds
"€285,000"," 11 Delhurst Terrace, Ongar, Dublin 15",3 beds
"€425,000"," 4 Ballynoe Grove, Bray, Co. Wicklow",3 beds
"€325,000"," 3 Shankill View, Seapoint Road, Bray, Co. Wicklow",2 beds
"€475,000"," Clonard Lodge, Killiney Avenue, Killiney, County Dublin",2 beds
"€385,000"," 38 Old Bawn Park, Old Bawn, Tallaght, Dublin 24",3 beds
"€525,000"," 20 Dundela Haven, Glenageary, County Dublin",2 beds
"€118,500"," 3 Glencourt, Griffin Road, Kilrush, Clare",3 beds
"€199,000"," 13 Donomore Crescent, Tallaght, Dublin 24",3 beds
"€400,000"," Killard, Doonbeg, Clare",4 beds
"€355,000"," 18 Foster Terrace, Drumcondra, Dublin 3",2 beds
"€325,000"," Castleredmond, Midleton, Cork",3 beds
"€425,000"," 8 Gort Na Heornan, Ringville, Dungarvan, Co. Waterford",4 beds
"€425,000"," Lynmurray, , Lehenaghmore, Cork City",4 beds
"€645,000"," Laragh Brae,Lagore Road,Ballymore,Dunshaughlin,Co Meath",4 beds
"€459,950"," 58 Bayview Drive, Killiney, County Dublin",3 beds
"€199,000"," Tonregee, Ballaghaderreen, Roscommon",3 beds
"€190,000"," 23 Mount Charles Terrace, Kilkee, Clare",3 beds
"€385,000"," 65 Monaleen Park, Castletroy, Limerick",4 beds
"€155,000"," Breahy, Edgeworthstown, Longford",3 beds
"€350,000"," 54 Dun Emer Avenue, Lusk, Dublin",3 beds
"€365,000"," 19 Primrose Street,Dublin 7,D07 V2W9",2 beds
"€325,000"," Rathcobican, Rhode, Offaly",5 beds
"€1,300,000"," Sorrento Road Area , Dalkey, County Dublin",3 beds
"€599,950"," Rackenstown, Dunshaughlin, Meath",4 beds
"€125,000"," Ross, Kilbaha, Clare",3 beds
"AMV €140,000 "," Robertstown, Kilmainhamwood , Kells, Meath",4 beds
"€265,000"," 17 Leaca Ard, Abbeylands, Ferrybank, Ferrybank, Waterford",4 beds
"€430,000"," Graigue, Aglish, Waterford",4 beds
"€369,950"," 161 Malahide Road, Donnycarney, Dublin 3",2 beds
"€310,000"," 58 Lioscian, Rathbeale Road, Swords, County Dublin",3 beds
"€150,000"," Ballinagun East, Creegh, Clare",2 beds
"€475,000"," Dun an Oir, Milestream , Shanakiel, Cork",4 beds
"€850,000"," 11 Vernon Park, Clontarf, Dublin 3",3 beds
"€395,000"," Corcullioncrew, Castleblayney, Monaghan",4 beds
"€319,950"," 9 Cherryfield View, Clonsilla, Dublin 15",5 beds
"€585,000"," 20 Harmony Avenue, Donnybrook, Dublin 4",2 beds
"€100,000"," Kilmihil, Kilmihil, Clare",2 beds
"€650,000"," Carrick, Edenderry, Kildare",5 beds
"€265,000"," 7 Birch Close, Johnstown Wood, Navan, Meath",3 beds
"€120,000"," 98 Clifden Glen, Clifden, Galway",1 bed
"€450,000"," Cushlawn House, Castlecolumb, Knocktopher, Kilkenny",6 beds
"€275,000"," Dublin Road, Johnstown, Kilkenny",4 beds
"€499,000"," Clomantagh Barna, Kilkenny On C.10 Acres",4 beds
"€420,000"," 1A Bonnettsrath Road, New Orchard, Kilkenny",4 beds
"€200,000"," 9 Knockbrack Downs, Drogheda, Louth",3 beds
"€300,000"," 32 Lissadel Drive, Drimnagh, Dublin 12",2 beds
"€239,000"," 45 Bracken Drive, Old Tramore Road, Waterford City, Co. Waterford",3 beds
"€220,000"," 1 Oak Drive, Hillview, Waterford City, Co. Waterford",3 beds
"€179,000"," 10 Dunbane, Carrick-on-Suir, Tipperary",4 beds
"€425,000"," 30 The Briars,Ashbourne,Co Meath,A84 NP92",4 beds
"€495,000"," Baytown,The Ward,Co Meath,D11 CF59",4 beds
"€125,000"," Kilkerin, Labasheeda, Clare",2 beds
"€475,000"," 6 Priory Rise, Delgany Wood, Delgany, Wicklow",3 beds
"€475,000"," 42 Woodbine Park, Raheny, Dublin 5",3 beds
"€130,000"," Main St, Borrisokane, Co. Tipperary",3 beds
"€995,000"," 37 Clarinda Park West, Dun Laoghaire, Dublin",5 beds
"€1,200,000"," 24 Clonfadda Wood, Blackrock, Co. Dublin",4 beds
"€245,000"," 73 Maudlin Street, Kilkenny, Kilkenny",3 beds
"€310,000"," 39 Oaklands, Arklow, Wicklow",5 beds
"€695,000"," 88 Cypress Grove Road, Templeogue,   Dublin 6W",5 beds
"€240,000"," 23 Colepark Drive, Ballyfermot, Dublin 10",3 beds
"€340,000"," 10 Castlegate Grange Adamstown, Lucan, Dublin",3 beds
"€350,000"," Castleview, Villierstown, Dungarvan, Waterford",3 beds
"AMV €290,000 "," 3 Saint Anthony's Place, Woodquay, Galway City, Co. Galway",3 beds
"€695,000"," 47 Arnott Street, South City Centre, Dublin 8",2 beds
"€160,000"," Bridge Street, Dunmanway,   West Cork",4 beds
"€3,750,000"," 25 Raglan Road, Ballsbridge, Dublin 4",5 beds
"AMV €85,000 "," Cortober, Ballinaglera, Carrick-on-Shannon, Co. Leitrim",3 beds
"€250,000"," 7 Deerpark View, Ballymacarbry, Waterford",4 beds
"€1,250,000"," Knockrea House, Douglas, Co. Cork",5 beds
"€225,000"," Stoney Rd, Loon, Castlecomer, Kilkenny",4 beds
"€625,000"," Painestown, Dublin Road, Drogheda, Meath",4 beds
"€250,000"," 128 Brayton Park, Kilcock, Co. Kildare",3 beds
"€249,950"," 109a Conquer Hill Road, Clontarf,   Dublin 3",1 bed
"€545,000"," 170 Heathervue, Killincarrig, Greystones, Wicklow",3 beds
"€239,000"," 6 Redwood Drive, Dooradoyle, Co. Limerick",3 beds
"€260,000"," The Line Road, Meelin, Newmarket, Cork",3 beds
"€350,000"," 32 Cuil Duin Walk, Citywest,   Dublin 24",4 beds
"€275,000"," 35 Annesley Avenue, North Strand, Dublin 3",2 beds
"€850,000"," 2 Limekiln Manor,Limekiln Road,Dublin 12,D12 RXV0",4 beds
"€470,000"," 12 Browns Barn Wood, Kingswood Cross, Dublin 22, Dublin",4 beds
"€315,000"," 9 Stralem Crescent, Ongar,, Ongar,   Dublin 15",4 beds
"€675,000"," 33 Coolamber Court, Knocklyon, Dublin 16",4 beds
"€595,000"," 3 Landsborough Park,Douglas,Cork,T12 NTC9",5 beds
"€90,000"," 23 O Connell Road, Tipperary Town, Tipperary",2 beds
"€120,000"," Flag Road, Miltown Malbay, Clare",1 bed
"€545,000"," 188 Beech Park,Lucan,Co Dublin",4 beds
"€645,000"," 2 Cloister Way, Carysfort Avenue, Blackrock, County Dublin",3 beds
"€425,000"," Creaden Cottage, Ascurra, Dunmore East, Waterford",3 beds
"€385,000"," 1 Spencer Street North, , North Strand, Dublin 3",2 beds
"€625,000"," 42 Riverwood, Castleknock, Dublin 15",4 beds
"€635,000"," 1 Highland Grove, Cabinteely, Dublin 18",3 beds
"€725,000"," 68 Holywell, Upper Kilmacud Road, Goatstown, Dublin 14",3 beds
"€450,000"," 16 Woodview Drive Boghall Road, Bray, Wicklow",3 beds
"€145,000"," 49 Toorvalley, Moate, Westmeath",4 beds
"€430,000"," 23 Fitzherbert Court, Drogheda, Meath",5 beds
"€195,000"," 24 Shelduck Street, Aston Village, Drogheda, Louth",2 beds
"€350,000"," 26 Lein Park, Artane, Dublin 5",3 beds
"€650,000"," 114 Botanic Road, Glasnevin, Dublin 9",4 beds
"€195,000"," 33 St. Senan's Road,Ennis,Co. Clare,V95 EPC0",3 beds
"€410,000"," 22 Rathmore Lawn,Douglas,Cork City,Co. Cork,T12 Y2XR",3 beds
"€675,000"," Bannow Mews,Belgrave Avenue,Wellington Road,Cork City,T23 K8W2",4 beds
"€490,000"," 5 Manor Avenue,Maryborough Ridge,Douglas,Cork,T12 XHC7",4 beds
"€290,000"," 30A Sheares Park,Glasheen,Cork,T12 K30V",3 beds
"€895,000"," Rose Hill House,Lee Road,Cork City,Cork,T23 TFR7",6 beds
"€359,000"," 2 Castlelyon Avenue, Newcastle, Dublin",3 beds
"€285,000"," 108 Ashfield Green, Drogheda, Louth",3 beds
"€350,000"," 511 Carnlough Road, Cabra, Dublin 7, Cabra, Dublin 7",2 beds
"€320,000"," 17 Pineview Avenue, Aylesbury,   Dublin 24",3 beds
"€695,000"," 13 Tivoli Avenue,Harold's Cross,Dublin 6W,D6W KD60",3 beds
"€599,995"," 6 Stockwell, Sandyford Road, Dundrum, Dublin 16",2 beds
"€1,950,000"," 2 Monterey - Park Avenue, Sandymount, Dublin 4",4 beds
"€950,000"," 3 Bedroom Penthouses at Marianella, Orwell Road, Rathgar, Dublin 6",3 beds
"€100,000"," Drumbaun, Ballyhaunis, Mayo",3 beds
"€625,000"," 19 Landsdowne Crescent, Landsdowne Park, Ballsbridge, D4",2 beds
"€1,500,000"," 49 Montpelier Parade , Monkstown, Dublin",4 beds
"€8,500,000"," The Sopwell Hall Estate, Ballingarry, Tipperary",10 beds
"€495,000"," 61 Iveragh Road, Whitehall, Dublin 9",3 beds
"€4,900,000"," Raffeen, Scilly, Kinsale, Cork",5 beds
"€1,500,000"," Hyde Park House, Hydepark, Inch, Wexford",6 beds
"€2,450,000"," Royal Terrace House, Royal Terrace Square,, Dun Laoghaire, County Dublin",6 beds
"€275,000"," 12 Ruanbeg Green, Kildare Town, Kildare",3 beds
"€225,000"," 177 Brookville, Drogheda, Louth",3 beds
"€470,000"," 4 lisroe, Bog Road, Oranmore, Oranmore, Galway",4 beds
"€399,950"," 14c Poplar Row, North Strand, Dublin 3",3 beds
"€875,000"," 38 Oak Dene,Ballinclea,Killiney,Co Dublin,A96 D5K6",4 beds
"€300,000"," No.2 The Cottage, The Murragh, Wicklow Town, Wicklow",2 beds
"€495,000"," 4 Hunters Walk. Hunters Wood, Ballycullen, Dublin 24",4 beds
"€650,000"," Sunnydale, 4 Nugent Road , Churchtown, Dublin 14",3 beds
"€795,000"," 71 Highfield Park , Dundrum, Dublin 14",4 beds
"€435,000"," The Planting, Magherabeg, Burnfoot, Inishowen, Donegal",7 beds
"€445,000"," 13 Pembroke Cottages, Dundrum, Dublin",2 beds
"€575,000"," Cregganna Beg, Oranmore, Co. Galway, Oranmore, Galway",4 beds
"€330,000"," 16 Elm Drive, Shamrock Lawn, Douglas, Cork",3 beds
"€249,950"," 33 Ballyneety Road , Ballyfermot,   Dublin 10",2 beds
"€525,000"," 7 Shandon Crescent, Phibsboro, Dublin 7",3 beds
"€925,000"," 16 Clare Road, Drumcondra, Dublin 9",3 beds
"€4,250,000"," Grianblah,26 Palmerston Park,Rathmines,Dublin 6,D06 R9P9",5 beds
"€4,750,000"," Norwood,44 Cowper Road,Rathmines,Dublin 6,D06 Y8X9",5 beds
"€370,000"," 24 Saint Joseph's Road, Greenhills, Dublin",3 beds
"€500,000"," 60 Orchard Terrace, Stoneybatter, Dublin 7",4 beds
"€279,000"," 38 Hillview, Clane, Kildare",2 beds
"€360,000"," 33 Clonmore Road, Ballybough, Dublin 3",3 beds
"€695,000"," 32A Baskin Cottages, Kinsealy, Dublin",4 beds
"€295,000"," 10 St Aongus Crescent,Tymon North,Tallaght,Dublin 24,D24 N5C0",3 beds
"€145,000"," 6 Carmody Square,Fairgreen,Portlaoise,Co. Laois,R32 CAE0",2 beds
"€925,000"," 100 Old Cabra Road,North Circular Road,Dublin 7,D07 KX7Y",4 beds
"€395,000"," 11 De Verdon Place,Robinstown,Navan,Co. Meath,C15 P2V4",4 beds
"€575,000"," 21 Arbour Hill,Stoneybatter,Dublin 7",3 beds
"€825,000"," Portland House,555 South Circular Road,Kilmainham,Dublin 8,D08 R1X0",5 beds
"€325,000"," The School House,Ballinlough,Leap,P81 PY79",4 beds
"€190,000"," 126 Fairway Heights,Knocknacuig,Tralee,Co. Kerry,V92 X0T0",3 beds
"€210,000"," Leyland House,Caherslee,Tralee,Co. Kerry,V92 P2E5",3 beds
"€580,000"," 70 Celbridge Abbey, ., Celbridge, Co. Kildare",4 beds
"€625,000"," 409 Orwell Park Drive,Templeogue,Dublin 6W,D6W WK82",4 beds
"€575,000"," 275A Harold's Grange Road,Rathfarnham,Dublin 16,D16 Y867",3 beds
"€280,000"," 25 Millbridge Avenue,Naas,Co Kildare,W91 C79C",2 beds
"€1,500,000"," Tonaphuca, Punchestown, Naas, Co. Kildare",5 beds
"€450,000"," Scarlettstown, Newbridge, Co. Kildare",3 beds
"€750,000"," Johnstown Lodge, Johnstown, Naas, Co. Kildare",5 beds
"€345,000"," Carrick Cottage, Kilmeauge, Naas, Co. Kildare",2 beds
"€265,000"," 4 Hunterswood, Osberstown, Naas, Co. Kildare",2 beds
"€595,000"," 32 Beverly Crescent,Knocklyon,Dublin 16,D16 VP48",4 beds
"€405,000"," 17 Long's Place, Rialto, Dublin 8",4 beds
"€1,250,000"," 2 Windsor Terrace,Portobello,Dublin 8,D08 E9T8",3 beds
"€520,000"," 29 Carrriglea, Killenard, Monasterevin, Kildare",5 beds
"€385,000"," William's Grove, Ardclough, Straffan, Kildare",3 beds
"€405,000"," William's Grove, Ardclough, Straffan, Kildare",3 beds
"€395,000"," 4 Cruagh Court, Stepaside, Dublin 18",2 beds
"€200,000"," 33 Crosneen Manor, Leighlin road, Co. Carlow",3 beds
"€825,000"," Carnadough,Culleenamore,Strandhill,Co. Sligo,F91H5N4",4 beds
"€1,595,000"," 2 Gilford Park,Sandymount,Dublin 4,D04 P927",4 beds
"€1,100,000"," 6 Castlewood Park,Rathmines,Dublin 6,D06 P9F6",3 beds
"€1,600,000"," Béal Inse,29 Rathgar Road,Rathgar,Dublin 6,D06 T9K7",4 beds
"€945,000"," 3 Merton Walk,Mount St Annes,Milltown,Dublin 6,D06 K264",4 beds
"€525,000"," Laois County Lodge,Dublin Road,Portlaoise,Co. Laois,R32XW77",8 beds
"€220,000"," Mullatishaughlin,Ballinode,Co. Monaghan,H18YP29",3 beds
"€370,000"," Ashur, Kylemore, The Rower, Co. Kilkenny",3 beds
"€295,000"," 38 Phoenix Street West, Kilmainham, Dublin 10, Dublin",2 beds
"€149,000"," 17 Athlunkard Street,Limerick,V94 A588",1 bed
"€130,000"," Brooklawn, Leitrim Upper, Mullagh, Co. Meath",3 beds
"€240,000"," 4 Ballymanus Court, Main Street, Glenealy, Co. Wicklow",3 beds
"€1,000,000"," 64 Vernon Avenue, Clontarf, Dublin 3",4 beds
"€1,350,000"," Olney, 1 Hollybrook Road, Clontarf, Dublin 3",5 beds
"€800,000"," 103 Clontarf Road, Clontarf, Dublin 3",4 beds
"€350,000"," 30 Northbrook Terrace, North Strand, Dublin 3",3 beds
"€495,000"," 384 Collinswood, Beaumont, Dublin 9",3 beds
"€545,000"," 32 Elm Mount Heights, Beaumont, Dublin 9",5 beds
"€215,000"," 13 Cherryorchard Heights,Enniscorthy,Co Wexford,Y21 F2W5",3 beds
"€595,000"," 84 Cabra Park,Phibsborough,Dublin 7,D07 VE80",3 beds
"€240,000"," 14 Meath Square, The Coombe, Dublin 8 D08 W3V1",1 bed
"€385,000"," 67 St Marys Road North, East Wall, Dublin 3 D03 CY54",3 beds
"€2,225,000"," 48 Abington, Malahide, Co Dublin K36 E335",6 beds
"€435,000"," 117, Saran Wood, Bray, Wicklow",3 beds
"€635,000"," 20 Stillorgan Gate,Upper Kilmacud Road,Co. Dublin,D14 FK81",3 beds
"€575,000"," 66 Pembroke Cottages, Donnybrook, Dublin 4",1 bed
"€225,000"," 4 Park Glen, Grange Rath, Drogheda, Co. Meath",3 beds
"€130,000"," Dowagh West, Cross, Claremorris, Co. Mayo",1 bed
"€299,500"," Fiddlers Cottage, Terryglass, Co. Tipperary",2 beds
"€650,000"," Mews 2, Pembroke Place, Pembroke Street Upper, South City Centre, Dublin 2",3 beds
"€335,000"," 5 Shannon Terrace, Kilmainham,   Dublin 8",2 beds
"€199,000"," 5 Ginnell Tce, Mullingar, Westmeath",3 beds
"€385,000"," 20 Allendale Drive,Clonsilla,Dublin 15,D15 A2N9",3 beds
"€525,000"," 2 Belarmine Heath, Stepaside,   Dublin 18",3 beds
"€150,000"," Castleross, Dundalk, Co. Louth",3 beds
"AMV €220,000 "," 24 Belcamp Crescent, Darndale, Dublin 17",3 beds
"€1,375,000"," 16 Eaton Square, Monkstown, Co. Dublin",4 beds
"€185,000"," The Gateway Cottage, Rocklow Road, Fethard, Co. Tipperary",2 beds
"€210,000"," Lickbla, Castlepollard, Westmeath",8 beds
"€280,000"," 23 Phoenix street, Dublin 10, Dublin",2 beds
"€225,000"," 6 Bellgree Woods, Tyrrelstown, Dublin 15",2 beds
"€215,000"," 11 The Elms, Swellan Lower, Cavan Town, Co. Cavan",5 beds
"€1,150,000"," Glen Lodge,Church Road,Greystones,Co Wicklow",4 beds
"€175,000"," Lisreagh, Cavan Town, Co. Cavan",4 beds
"€495,000"," Larkinstown, Clonard Great, Wexford Town, Wexford",4 beds
"€650,000"," 74 Trimleston Gardens,Booterstown,Co Dublin,A94 TD95",3 beds
"€850,000"," 27 Yellow Walls Road, Malahide, County Dublin",4 beds
"€99,000"," Apartment 22 Buttermarket Apartments, Quay Street, Sligo City, Sligo",2 beds
"€280,000"," Raheen, Piltown, Co. Kilkenny",3 beds
"€120,000"," 6c Clonmullen Hall, Edenderry, Co. Kildare",3 beds
"AMV €70,000 "," 58 Dr. McGinley Road, Letterkenny, Donegal",3 beds
"€155,000"," 36 Coney Meadows,Coneyboro,Athy,Co Kildare,R14 A304",2 beds
"€205,000"," 6 The Glen, Lower Mell, Drogheda, Louth",2 beds
"€485,000"," 2 Lansdowne Terrace, St. Patricks Hill, City Centre Nth, Cork City",6 beds
"AMV €275,000 "," Cherrytree Cottage, Oberstown, Tara, Co Meath, Tara, Meath",2 beds
"€250,000"," 8 Temple Mills Cottages, Celbridge, Co. Kildare",2 beds
"€380,000"," 21 Newcastle Manor Crescent, Newcastle, Co. Dublin",4 beds
"€385,000"," 8 South dock Street, Ringsend, Dublin 4",1 bed
"€120,000"," Main Street, Kildysart, Clare",4 beds
"€279,950"," 19 Benbulbin Avenue, Drimnagh, Dublin 12",2 beds
"€320,000"," St. Mullins Road, Tinnahinch, Graiguenamanagh, Kilkenny",4 beds
"€195,000"," 166 Maple Woods, Ballinacurra, Midleton, Cork",2 beds
"€220,000"," Pottlebane, Carnaross, A82, Kells, Co. Meath",2 beds
"€430,000"," Lissivigeen, Killarney, Kerry",6 beds
"€295,000"," 55 Cashel Avenue, Crumlin, Dublin 12",2 beds
"€275,000"," 100 Priory Lodge, St Raphaels Manor, Celbridge, Co. Kildare",2 beds
"€349,950"," 200 Mourne Road, Drimnagh,   Dublin 12",3 beds
"€275,000"," 28 Maynooth Road, Celbridge, Co. Kildare",3 beds
"€120,000"," 1 Bohernanave, Thurles, Tipperary",3 beds
"€70,000"," 1 Clobanna Terrace, Mitchel Street, Thurles, Tipperary",1 bed
"€320,000"," 20 St. Gabriels Place,Naas,Co Kildare,W91 A9DV",3 beds
"€350,000"," 25, Dun Emer Place, Lusk, County Dublin",3 beds
"€249,500"," Ryefield, Virginia, Cavan",4 beds
"€740,000"," 103 Highfield Park, D14, Dundrum, Dublin 14",3 beds
"€1,650,000"," 9 Greygates, Mount Merrion, Co. Dublin",4 beds
"€330,000"," The Lane, Dromiskin, Co. Louth",3 beds
"€995,000"," 30 Oulton Road, Clontarf, Dublin 3",5 beds
"€850,000"," 64 Rathdown Avenue,Terenure,Dublin 6w,D6W YD28",3 beds
"€575,000"," 14 The Drive, Woodpark, Ballinteer, Dublin 16",3 beds
"€285,000"," 17 Belfry Square, Citywest, Dublin",3 beds
"€140,000"," 3 Abbott Mews, Holycross, Thurles, Tipperary",3 beds
"€545,000"," 5 Woodstown Lawn, Knocklyon, Dublin 16",4 beds
"€395,000"," 3 Soldiers View, Bray, Wicklow",3 beds
"€245,000"," 51 Suncrest, Clarinwood, Tramore, Waterford",3 beds
"€625,000"," Highfield House, Bolinready, Ballycanew, Gorey, Wexford",8 beds
"€375,000"," Currabeha, Fermoy, Cork",4 beds
"€229,000"," 52 Slí Na Móna, Portarlington, Laois",3 beds
"€520,000"," The Heron at Skylark, St. Marnock's Bay, Portmarnock, Dublin",3 beds
"€315,000"," 30 Warrenstown Green, Mulhuddart, Dublin 15",3 beds
"€425,000"," 28 Kirwan Street, Stoneybatter, Dublin 7",2 beds
"€130,000"," 293 Blarney Street, Cork City, Cork",1 bed
"€242,000"," 28 Carn Glas Way, Gracedieu, Waterford",3 beds
"€200,000"," 8 Chapelgate, Kilmacow, Kilkenny",3 beds
"€420,000"," 6 An Leac Lian, Barna, Co. Galway",4 beds
"€595,000"," Residence & Stables on c. 14 Acres, Nurney, Kildare",4 beds
"€475,000"," 18 CLAREMONT COURT, Glasnevin, Dublin 11",4 beds
"AMV €170,000 "," Laragh, Attymon, Athenry, Co. Galway",223m 2
"€79,500"," 5 Silverhill, Ballisodare, Sligo",2 beds
"€150,000"," 8 West Singland Road, Garryowen, Co. Limerick",2 beds
"€360,000"," 601 The Fountain Courtyard, The K-Club, ., Straffan, Co. Kildare",1 bed
"€800,000"," 22 Leinster Wood, Carton Demesne, Maynooth, Co. Kildare",4 beds
"€150,000"," Abbey Street, Timoleague, West Cork",2 beds
"€295,000"," Lerr Avenue, Abbeylands, Castledermot, Kildare",5 beds
"€290,000"," 284 Palmerstown Woods, Clondalkin, Dublin 22",3 beds
"€475,000"," 24 Kirkpatrick Drive, Clonsilla,   Dublin 15",3 beds
"€539,000"," 72 Moyville, Rathfarnham, Dublin 16",4 beds
"€150,000"," 3 The Lawn, Bawnboy, Co. Cavan",3 beds
"€179,000"," No.1 Mac Art Meadows, Longford, Longford",4 beds
"€395,000"," St Michaels,Rocksborough,Wexford Town,Co. Wexford,Y35D6H0",3 beds
"€239,950"," 43 Parkview, Athboy, Meath",4 beds
"€400,000"," Sunbury, Cregboy, Claregalway, Galway",4 beds
"€239,000"," 186 Cooley Road, Drimnagh, Dublin 12",2 beds
"€360,000"," 8 Griffeen Glen Vale, Lucan, Co. Dublin",3 beds
"€250,000"," 19 Millcourt Avenue, Clondalkin, Dublin 22",3 beds
"€325,000"," 27 Lipstown Manor, Narraghmore, Kildare",4 beds
"€210,000"," 40 Kernanstown, Bennekerry, Carlow Town, Carlow",4 beds
"€255,000"," Aughrim,Hillstreet,Carrick-On-Shannon,Co. Roscommon,N41EW95",4 beds
"€355,000"," 90 Belmayne Park South, Balgriffin, Dublin 13",3 beds
"€325,000"," 53 Liffey Terrace, Liffey Valley Park, Lucan, Dublin",3 beds
"AMV €450,000 "," Daars, Straffan, Co. Kildare",5 beds
"€350,000"," 88 Castledawson, Maynooth, Co. Kildare",3 beds
"AMV €100,000 "," 11 Mill Glen, Moville, Donegal",3 beds
"€395,000"," 63 Ennel Court, Ballybrack, Dublin South",4 beds
"€225,000"," 32 Thorndale Close, Kingscourt, Cavan",4 beds
"€475,000"," 102 Tolka Estate & Site , Glasnevin, Dublin 11",5 beds
"€175,000"," 25 Carraig Beag, Cootehill, Cavan",3 beds
"€239,000"," Fern Hill Cottage , Thomastown, Kilkenny",4 beds
"€750,000"," 20 Emorville Avenue, South Circular Road,   Dublin 8",4 beds
"€345,000"," 16 Donore Avenue, South Circular Road, Dublin 8",2 beds
"€700,000"," Shalom, 3 St David`s, Artane, Dublin 5",4 beds
"€445,000"," 36 Hunters Avenue , Hunterswood, Ballycullen, Dublin",3 beds
"€1,150,000"," 3 Glenair Manor, Delgany, Wicklow",5 beds
"€395,000"," 6 Seanacloc Tower, Blarney, Co. Cork, Tower, Cork",4 beds
"€115,000"," Lisnaclea, Carrickmacross, Monaghan",3 beds
"€260,000"," 87 The Paddocks,Williamstown Road,Grantstown,Waterford,X91 ET0A",3 beds
"€850,000"," 22 Sandycove Road, Sandycove, County Dublin",4 beds
"€425,000"," 7 Fitzgerald Park, Dun Laoghaire, County Dublin",4 beds
"€595,000"," 7 Brookfield Avenue, Blackrock, County Dublin",2 beds
"€495,000"," 23 Bayside Walk, Sutton, Dublin 13",3 beds
"€495,000"," 15 Moatfield Avenue, Artane, Dublin 5",3 beds
"€435,000"," 116 Hollybrook Park, Bray, Wicklow",3 beds
"€285,000"," 26 Beechlawns, Johnswell Road, Kilkenny, Kilkenny",3 beds
"€320,000"," 32 Captains Avenue, Crumlin, Kimmage, Dublin 12",3 beds
"€725,000"," 30 Trimleston Gardens, Booterstown, County Dublin",3 beds
"€395,000"," 42, Kiltegan Lawn, Rochestown, Cork",4 beds
"€375,000"," 82 Ballygall Road East, Glasnevin, Dublin 11",3 beds
"€1,250,000"," 61 Taney Rise, Dundrum, Dublin 14",5 beds
"€395,000"," 14 South Dock Street, Ringsend, Dublin 4",2 beds
"€448,000"," 30, Saint Brendans Park , Coolock, Dublin 5",4 beds
"€1,950,000"," 'Woodbury', 10 Mabestown, Malahide, Dublin",5 beds
"€475,000"," 180 Lackanash, Trim, Co. Meath",4 beds
"€120,000"," The Bridge,Ardamore,Lispole,Co. Kerry,V92 A6C8",4 beds
"€360,000"," 32 Ardsolus,Brownsbarn,Kingswood,Dublin 22,D22 X8K3",3 beds
"€119,000"," No. 7 St Patricks Court , Ballinamuck, Longford",2 beds
"€945,000"," 2 Priory Avenue,Eden Gate,Delgany,Co Wicklow,A63 RD32",5 beds
"€2,950,000"," Ronan House,Upper Churchtown Road,Churchtown,Dublin 14,D14 AK72",6 beds
"€750,000"," 57 Kincora Road, Clontarf, Dublin 3",4 beds
"€329,000"," Kilgarvan,Carrowreagh,Adamstown,Co Wexford,Y35 1234",3 beds
"€225,000"," 59 Pineridge,Wexford Town,Y35 C8Y2",3 beds
"AMV €155,000 "," Reaghstown, Arthurstown, Ardee, Co. Louth",4 beds
"€355,000"," Residence at Derrycarhoon, Ballydehob,   West Cork",2 beds
"€300,000"," 2 Castleview Green,Swords,Co. Dublin,K67 PT89",2 beds
